text,label
SELECT * FROM users WHERE username = 'user99' AND (SELECT CASE WHEN (username='admin') THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM users WHERE username = 'user100' AND (SELECT CASE WHEN (username='admin') THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM users WHERE username = 'user10' AND (SELECT CASE WHEN (username='admin') THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM users WHERE username = 'user79' AND password = 'pass79',0
"SELECT title, content, creation_date, category_name, id
       FROM posts
       WHERE 1=1
         AND ('title24' IS NULL OR title LIKE '%title24%')
         AND ('sports' IS NULL OR category_name = 'sports')
         AND ('2023-01-01' IS NULL OR creation_date >= '2023-01-01')
         AND ('2023-12-31' IS NULL OR creation_date <= '2023-12-31')",0
SELECT * FROM posts WHERE id = 12 AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM posts WHERE id = 16 AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM users WHERE username = '' OR '1'='1' -- AND password = 'pass38',1
SELECT * FROM users WHERE username = 'user32' AND password = 'pass32',0
SELECT * FROM users WHERE username = 'user13' AND (SELECT CASE WHEN (username='admin') THEN pg_sleep(5) ELSE pg_sleep(0) END),1
"SELECT id FROM sessions WHERE session_id = 'sess_81710' UNION SELECT id, role FROM admins --",1
"SELECT title, content FROM posts UNION SELECT username, password FROM users --",1
SELECT * FROM posts WHERE id = 67,0
SELECT * FROM users WHERE username = 'user24' AND password = 'pass24',0
SELECT * FROM posts WHERE id = 41,0
SELECT user_id FROM sessions WHERE session_id = 'sess_3754' AND expire_date > NOW(),0
SELECT * FROM posts WHERE id = 89 OR '1'='1' --,1
"SELECT * FROM users WHERE username = 'user4' UNION SELECT username, password FROM admins --",1
"SELECT id FROM sessions WHERE session_id = 'sess_70799' UNION SELECT id, role FROM admins --",1
SELECT * FROM sessions WHERE session_id = '' OR '1'='1' -- AND expire_date > NOW(),1
SELECT user_id FROM sessions WHERE session_id = 'sess_64716' AND expire_date > NOW(),0
SELECT * FROM posts WHERE id = 3 AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
"SELECT * FROM users WHERE username = 'user81' UNION SELECT username, password FROM admins --",1
SELECT salt FROM users WHERE username = 'user12',0
"SELECT title, content, creation_date, category_name, id
       FROM posts
       WHERE 1=1
         AND ('title398' IS NULL OR title LIKE '%title398%')
         AND ('tech' IS NULL OR category_name = 'tech')
         AND ('2023-01-01' IS NULL OR creation_date >= '2023-01-01')
         AND ('2023-12-31' IS NULL OR creation_date <= '2023-12-31')",0
SELECT * FROM posts WHERE id = 99 OR '1'='1' --,1
SELECT * FROM posts WHERE id = 31,0
SELECT salt FROM users WHERE username = 'user16',0
"SELECT title, content, creation_date, category_name, id
       FROM posts
       WHERE 1=1
         AND ('title378' IS NULL OR title LIKE '%title378%')
         AND ('None' IS NULL OR category_name = 'None')
         AND ('2023-01-01' IS NULL OR creation_date >= '2023-01-01')
         AND ('2023-12-31' IS NULL OR creation_date <= '2023-12-31')",0
"SELECT title, content, creation_date, category_name, id
       FROM posts
       WHERE 1=1
         AND ('title856' IS NULL OR title LIKE '%title856%')
         AND ('None' IS NULL OR category_name = 'None')
         AND ('2023-01-01' IS NULL OR creation_date >= '2023-01-01')
         AND ('2023-12-31' IS NULL OR creation_date <= '2023-12-31')",0
SELECT salt FROM users WHERE username = 'user96',0
SELECT * FROM sessions WHERE session_id = '' OR '1'='1' -- AND expire_date > NOW(),1
SELECT * FROM sessions WHERE session_id = '' OR '1'='1' -- AND expire_date > NOW(),1
DELETE FROM posts WHERE id = 3,0
SELECT * FROM users WHERE username = 'user57' AND (SELECT CASE WHEN (username='admin') THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT user_id FROM sessions WHERE session_id = 'sess_40237' AND expire_date > NOW(),0
SELECT user_id FROM sessions WHERE session_id = 'sess_38303' AND expire_date > NOW(),0
"SELECT title, content FROM posts UNION SELECT username, password FROM users --",1
SELECT * FROM posts WHERE id = 28,0
SELECT * FROM users WHERE username = 'user13' AND (SELECT CASE WHEN (username='admin') THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM users WHERE username = '' OR '1'='1' -- AND password = 'pass68',1
SELECT * FROM posts WHERE id = 49,0
"SELECT id FROM sessions WHERE session_id = 'sess_21801' UNION SELECT id, role FROM admins --",1
DELETE FROM posts WHERE id = 77,0
SELECT * FROM posts WHERE id = 29,0
SELECT * FROM users WHERE username = 'user20' AND (SELECT CASE WHEN (username='admin') THEN pg_sleep(5) ELSE pg_sleep(0) END),1
DELETE FROM posts WHERE id = 79,0
"SELECT title, content, creation_date, category_name, id
       FROM posts
       WHERE 1=1
         AND ('title301' IS NULL OR title LIKE '%title301%')
         AND ('news' IS NULL OR category_name = 'news')
         AND ('2023-01-01' IS NULL OR creation_date >= '2023-01-01')
         AND ('2023-12-31' IS NULL OR creation_date <= '2023-12-31')",0
"SELECT title, content FROM posts UNION SELECT username, password FROM users --",1
SELECT * FROM sessions WHERE session_id = '' OR '1'='1' -- AND expire_date > NOW(),1
DELETE FROM posts WHERE id = 12,0
SELECT * FROM posts WHERE id = 27 AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM posts WHERE id = 80,0
SELECT * FROM sessions WHERE session_id = 'sess_61305' AND (SELECT CASE WHEN (expire_date > NOW()) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT user_id FROM sessions WHERE session_id = 'sess_44987' AND expire_date > NOW(),0
SELECT * FROM posts WHERE id = 4 OR '1'='1' --,1
SELECT * FROM posts WHERE id = 37 OR '1'='1' --,1
"SELECT id FROM sessions WHERE session_id = 'sess_45407' UNION SELECT id, role FROM admins --",1
"SELECT title, content FROM posts UNION SELECT username, password FROM users --",1
SELECT * FROM posts WHERE id = 59 AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM posts WHERE id = 38 AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
DELETE FROM posts WHERE id = 98,0
"SELECT title, content, creation_date, category_name, id
       FROM posts
       WHERE 1=1
         AND ('title821' IS NULL OR title LIKE '%title821%')
         AND ('tech' IS NULL OR category_name = 'tech')
         AND ('2023-01-01' IS NULL OR creation_date >= '2023-01-01')
         AND ('2023-12-31' IS NULL OR creation_date <= '2023-12-31')",0
"SELECT title, content, creation_date, category_name, id
       FROM posts
       WHERE 1=1
         AND ('title898' IS NULL OR title LIKE '%title898%')
         AND ('None' IS NULL OR category_name = 'None')
         AND ('2023-01-01' IS NULL OR creation_date >= '2023-01-01')
         AND ('2023-12-31' IS NULL OR creation_date <= '2023-12-31')",0
SELECT user_id FROM sessions WHERE session_id = 'sess_7348' AND expire_date > NOW(),0
SELECT * FROM users WHERE username = 'user73' AND password = 'pass73',0
SELECT * FROM posts WHERE id = 41 OR '1'='1' --,1
SELECT * FROM posts WHERE id = 57,0
SELECT salt FROM users WHERE username = 'user36',0
SELECT user_id FROM sessions WHERE session_id = 'sess_93177' AND expire_date > NOW(),0
SELECT * FROM users WHERE username = 'user55' AND password = 'pass55',0
SELECT * FROM sessions WHERE session_id = 'sess_55440' AND (SELECT CASE WHEN (expire_date > NOW()) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM posts WHERE id = 60,0
SELECT salt FROM users WHERE username = 'user55',0
SELECT * FROM users WHERE username = 'user21' AND (SELECT CASE WHEN (username='admin') THEN pg_sleep(5) ELSE pg_sleep(0) END),1
"SELECT * FROM users WHERE username = 'user32' UNION SELECT username, password FROM admins --",1
"SELECT * FROM users WHERE username = 'user95' UNION SELECT username, password FROM admins --",1
SELECT * FROM posts WHERE id = 24 AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM sessions WHERE session_id = 'sess_7963' AND (SELECT CASE WHEN (expire_date > NOW()) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
DELETE FROM posts WHERE id = 47,0
"SELECT title, content FROM posts UNION SELECT username, password FROM users --",1
SELECT * FROM posts WHERE id = 72 AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
"SELECT * FROM users WHERE username = 'user31' UNION SELECT username, password FROM admins --",1
"SELECT title, content FROM posts UNION SELECT username, password FROM users --",1
SELECT * FROM posts WHERE id = 6 OR '1'='1' --,1
SELECT * FROM sessions WHERE session_id = '' OR '1'='1' -- AND expire_date > NOW(),1
SELECT * FROM sessions WHERE session_id = 'sess_56585' AND (SELECT CASE WHEN (expire_date > NOW()) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM posts WHERE id = 15,0
SELECT * FROM posts WHERE id = 45 AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM users WHERE username = '' OR '1'='1' -- AND password = 'pass63',1
SELECT * FROM users WHERE username = '' OR '1'='1' -- AND password = 'pass32',1
SELECT * FROM posts WHERE id = 32 AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
DELETE FROM posts WHERE id = 23,0
SELECT * FROM posts WHERE id = 72 AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM posts WHERE id = 25 AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
"SELECT title, content FROM posts UNION SELECT username, password FROM users --",1
"SELECT title, content, creation_date, category_name, id
       FROM posts
       WHERE 1=1
         AND ('title15' IS NULL OR title LIKE '%title15%')
         AND ('sports' IS NULL OR category_name = 'sports')
         AND ('2023-01-01' IS NULL OR creation_date >= '2023-01-01')
         AND ('2023-12-31' IS NULL OR creation_date <= '2023-12-31')",0
DELETE FROM posts WHERE id = 55,0
SELECT * FROM posts WHERE id = 20 AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM sessions WHERE session_id = 'sess_98988' AND (SELECT CASE WHEN (expire_date > NOW()) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM posts WHERE id = 28 AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT salt FROM users WHERE username = 'user55',0
SELECT * FROM sessions WHERE session_id = 'sess_71279' AND (SELECT CASE WHEN (expire_date > NOW()) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
"SELECT title, content FROM posts UNION SELECT username, password FROM users --",1
"SELECT * FROM users WHERE username = 'user60' UNION SELECT username, password FROM admins --",1
"SELECT id FROM sessions WHERE session_id = 'sess_38616' UNION SELECT id, role FROM admins --",1
SELECT * FROM sessions WHERE session_id = 'sess_55123' AND (SELECT CASE WHEN (expire_date > NOW()) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM users WHERE username = '' OR '1'='1' -- AND password = 'pass83',1
SELECT * FROM users WHERE username = 'user69' AND (SELECT CASE WHEN (username='admin') THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM posts WHERE id = 39 AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
DELETE FROM posts WHERE id = 75,0
"SELECT title, content, creation_date, category_name, id
       FROM posts
       WHERE 1=1
         AND ('title830' IS NULL OR title LIKE '%title830%')
         AND ('news' IS NULL OR category_name = 'news')
         AND ('2023-01-01' IS NULL OR creation_date >= '2023-01-01')
         AND ('2023-12-31' IS NULL OR creation_date <= '2023-12-31')",0
SELECT * FROM users WHERE username = 'user33' AND (SELECT CASE WHEN (username='admin') THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM posts WHERE id = 100,0
SELECT * FROM posts WHERE id = 88 OR '1'='1' --,1
"SELECT * FROM users WHERE username = 'user73' UNION SELECT username, password FROM admins --",1
DELETE FROM posts WHERE id = 56,0
SELECT * FROM users WHERE username = '' OR '1'='1' -- AND password = 'pass37',1
SELECT * FROM sessions WHERE session_id = '' OR '1'='1' -- AND expire_date > NOW(),1
SELECT * FROM users WHERE username = 'user28' AND password = 'pass28',0
"SELECT title, content FROM posts UNION SELECT username, password FROM users --",1
"SELECT title, content, creation_date, category_name, id
       FROM posts
       WHERE 1=1
         AND ('title865' IS NULL OR title LIKE '%title865%')
         AND ('news' IS NULL OR category_name = 'news')
         AND ('2023-01-01' IS NULL OR creation_date >= '2023-01-01')
         AND ('2023-12-31' IS NULL OR creation_date <= '2023-12-31')",0
"SELECT title, content, creation_date, category_name, id
       FROM posts
       WHERE 1=1
         AND ('title364' IS NULL OR title LIKE '%title364%')
         AND ('None' IS NULL OR category_name = 'None')
         AND ('2023-01-01' IS NULL OR creation_date >= '2023-01-01')
         AND ('2023-12-31' IS NULL OR creation_date <= '2023-12-31')",0
SELECT * FROM users WHERE username = 'user77' AND (SELECT CASE WHEN (username='admin') THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM sessions WHERE session_id = 'sess_79857' AND (SELECT CASE WHEN (expire_date > NOW()) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
"SELECT * FROM users WHERE username = 'user68' UNION SELECT username, password FROM admins --",1
"SELECT title, content, creation_date, category_name, id
       FROM posts
       WHERE 1=1
         AND ('title969' IS NULL OR title LIKE '%title969%')
         AND ('None' IS NULL OR category_name = 'None')
         AND ('2023-01-01' IS NULL OR creation_date >= '2023-01-01')
         AND ('2023-12-31' IS NULL OR creation_date <= '2023-12-31')",0
SELECT * FROM sessions WHERE session_id = 'sess_56222' AND (SELECT CASE WHEN (expire_date > NOW()) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
"SELECT title, content FROM posts UNION SELECT username, password FROM users --",1
"SELECT title, content, creation_date, category_name, id
       FROM posts
       WHERE 1=1
         AND ('title906' IS NULL OR title LIKE '%title906%')
         AND ('sports' IS NULL OR category_name = 'sports')
         AND ('2023-01-01' IS NULL OR creation_date >= '2023-01-01')
         AND ('2023-12-31' IS NULL OR creation_date <= '2023-12-31')",0
SELECT * FROM posts WHERE id = 97,0
"SELECT * FROM users WHERE username = 'user14' UNION SELECT username, password FROM admins --",1
DELETE FROM posts WHERE id = 74,0
"SELECT id FROM sessions WHERE session_id = 'sess_79141' UNION SELECT id, role FROM admins --",1
SELECT * FROM posts WHERE id = 17,0
SELECT * FROM sessions WHERE session_id = 'sess_10866' AND (SELECT CASE WHEN (expire_date > NOW()) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
"SELECT * FROM users WHERE username = 'user11' UNION SELECT username, password FROM admins --",1
SELECT salt FROM users WHERE username = 'user51',0
SELECT * FROM posts WHERE id = 43,0
SELECT user_id FROM sessions WHERE session_id = 'sess_83192' AND expire_date > NOW(),0
SELECT user_id FROM sessions WHERE session_id = 'sess_35128' AND expire_date > NOW(),0
SELECT * FROM users WHERE username = 'user96' AND password = 'pass96',0
SELECT * FROM users WHERE username = 'user94' AND (SELECT CASE WHEN (username='admin') THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM posts WHERE id = 59 OR '1'='1' --,1
"SELECT title, content FROM posts UNION SELECT username, password FROM users --",1
"SELECT title, content FROM posts UNION SELECT username, password FROM users --",1
DELETE FROM posts WHERE id = 97,0
SELECT * FROM sessions WHERE session_id = '' OR '1'='1' -- AND expire_date > NOW(),1
SELECT * FROM users WHERE username = 'user17' AND (SELECT CASE WHEN (username='admin') THEN pg_sleep(5) ELSE pg_sleep(0) END),1
DELETE FROM posts WHERE id = 2,0
SELECT salt FROM users WHERE username = 'user100',0
"SELECT title, content FROM posts UNION SELECT username, password FROM users --",1
SELECT * FROM users WHERE username = '' OR '1'='1' -- AND password = 'pass43',1
SELECT * FROM posts WHERE id = 33,0
SELECT * FROM users WHERE username = 'user53' AND password = 'pass53',0
SELECT * FROM posts WHERE id = 54 AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM sessions WHERE session_id = '' OR '1'='1' -- AND expire_date > NOW(),1
SELECT * FROM posts WHERE id = 29 OR '1'='1' --,1
"SELECT title, content FROM posts UNION SELECT username, password FROM users --",1
SELECT salt FROM users WHERE username = 'user73',0
SELECT salt FROM users WHERE username = 'user8',0
SELECT * FROM sessions WHERE session_id = '' OR '1'='1' -- AND expire_date > NOW(),1
"SELECT title, content, creation_date, category_name, id
       FROM posts
       WHERE 1=1
         AND ('title630' IS NULL OR title LIKE '%title630%')
         AND ('None' IS NULL OR category_name = 'None')
         AND ('2023-01-01' IS NULL OR creation_date >= '2023-01-01')
         AND ('2023-12-31' IS NULL OR creation_date <= '2023-12-31')",0
SELECT * FROM users WHERE username = 'user64' AND password = 'pass64',0
SELECT * FROM posts WHERE id = 44,0
SELECT * FROM users WHERE username = 'user40' AND password = 'pass40',0
SELECT * FROM posts WHERE id = 68,0
SELECT * FROM sessions WHERE session_id = 'sess_41012' AND (SELECT CASE WHEN (expire_date > NOW()) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM posts WHERE id = 89 OR '1'='1' --,1
SELECT * FROM sessions WHERE session_id = 'sess_93733' AND (SELECT CASE WHEN (expire_date > NOW()) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM sessions WHERE session_id = 'sess_83166' AND (SELECT CASE WHEN (expire_date > NOW()) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT salt FROM users WHERE username = 'user7',0
"SELECT id FROM sessions WHERE session_id = 'sess_21143' UNION SELECT id, role FROM admins --",1
SELECT * FROM posts WHERE id = 93 AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM posts WHERE id = 71,0
DELETE FROM posts WHERE id = 35,0
DELETE FROM posts WHERE id = 58,0
SELECT * FROM users WHERE username = 'user12' AND (SELECT CASE WHEN (username='admin') THEN pg_sleep(5) ELSE pg_sleep(0) END),1
"SELECT title, content, creation_date, category_name, id
       FROM posts
       WHERE 1=1
         AND ('title219' IS NULL OR title LIKE '%title219%')
         AND ('None' IS NULL OR category_name = 'None')
         AND ('2023-01-01' IS NULL OR creation_date >= '2023-01-01')
         AND ('2023-12-31' IS NULL OR creation_date <= '2023-12-31')",0
"SELECT title, content, creation_date, category_name, id
       FROM posts
       WHERE 1=1
         AND ('title430' IS NULL OR title LIKE '%title430%')
         AND ('None' IS NULL OR category_name = 'None')
         AND ('2023-01-01' IS NULL OR creation_date >= '2023-01-01')
         AND ('2023-12-31' IS NULL OR creation_date <= '2023-12-31')",0
SELECT salt FROM users WHERE username = 'user23',0
SELECT * FROM sessions WHERE session_id = '' OR '1'='1' -- AND expire_date > NOW(),1
SELECT salt FROM users WHERE username = 'user72',0
SELECT * FROM posts WHERE id = 2,0
"SELECT title, content, creation_date, category_name, id
       FROM posts
       WHERE 1=1
         AND ('title173' IS NULL OR title LIKE '%title173%')
         AND ('None' IS NULL OR category_name = 'None')
         AND ('2023-01-01' IS NULL OR creation_date >= '2023-01-01')
         AND ('2023-12-31' IS NULL OR creation_date <= '2023-12-31')",0
"SELECT title, content FROM posts UNION SELECT username, password FROM users --",1
"SELECT title, content, creation_date, category_name, id
       FROM posts
       WHERE 1=1
         AND ('title806' IS NULL OR title LIKE '%title806%')
         AND ('news' IS NULL OR category_name = 'news')
         AND ('2023-01-01' IS NULL OR creation_date >= '2023-01-01')
         AND ('2023-12-31' IS NULL OR creation_date <= '2023-12-31')",0
"SELECT id FROM sessions WHERE session_id = 'sess_5755' UNION SELECT id, role FROM admins --",1
SELECT user_id FROM sessions WHERE session_id = 'sess_43084' AND expire_date > NOW(),0
SELECT * FROM sessions WHERE session_id = 'sess_12354' AND (SELECT CASE WHEN (expire_date > NOW()) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT salt FROM users WHERE username = 'user4',0
SELECT * FROM posts WHERE id = 55 AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
"SELECT id FROM sessions WHERE session_id = 'sess_11095' UNION SELECT id, role FROM admins --",1
SELECT * FROM users WHERE username = 'user27' AND (SELECT CASE WHEN (username='admin') THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM posts WHERE id = 79 OR '1'='1' --,1
SELECT salt FROM users WHERE username = 'user44',0
"SELECT title, content, creation_date, category_name, id
       FROM posts
       WHERE 1=1
         AND ('title661' IS NULL OR title LIKE '%title661%')
         AND ('sports' IS NULL OR category_name = 'sports')
         AND ('2023-01-01' IS NULL OR creation_date >= '2023-01-01')
         AND ('2023-12-31' IS NULL OR creation_date <= '2023-12-31')",0
SELECT * FROM users WHERE username = '' OR '1'='1' -- AND password = 'pass56',1
SELECT * FROM posts WHERE id = 58,0
SELECT * FROM users WHERE username = '' OR '1'='1' -- AND password = 'pass35',1
"SELECT id FROM sessions WHERE session_id = 'sess_3389' UNION SELECT id, role FROM admins --",1
SELECT * FROM users WHERE username = 'user54' AND (SELECT CASE WHEN (username='admin') THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM sessions WHERE session_id = 'sess_92030' AND (SELECT CASE WHEN (expire_date > NOW()) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
DELETE FROM posts WHERE id = 32,0
SELECT * FROM users WHERE username = '' OR '1'='1' -- AND password = 'pass54',1
SELECT * FROM sessions WHERE session_id = 'sess_78076' AND (SELECT CASE WHEN (expire_date > NOW()) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
"SELECT id FROM sessions WHERE session_id = 'sess_27774' UNION SELECT id, role FROM admins --",1
SELECT * FROM sessions WHERE session_id = '' OR '1'='1' -- AND expire_date > NOW(),1
SELECT * FROM sessions WHERE session_id = '' OR '1'='1' -- AND expire_date > NOW(),1
SELECT * FROM posts WHERE id = 60,0
SELECT * FROM users WHERE username = 'user30' AND (SELECT CASE WHEN (username='admin') THEN pg_sleep(5) ELSE pg_sleep(0) END),1
DELETE FROM posts WHERE id = 63,0
SELECT * FROM users WHERE username = '' OR '1'='1' -- AND password = 'pass58',1
SELECT salt FROM users WHERE username = 'user36',0
SELECT * FROM users WHERE username = 'user25' AND password = 'pass25',0
SELECT * FROM users WHERE username = 'user5' AND password = 'pass5',0
SELECT * FROM posts WHERE id = 57 OR '1'='1' --,1
DELETE FROM posts WHERE id = 37,0
SELECT salt FROM users WHERE username = 'user45',0
SELECT salt FROM users WHERE username = 'user55',0
"SELECT id FROM sessions WHERE session_id = 'sess_36697' UNION SELECT id, role FROM admins --",1
SELECT * FROM users WHERE username = 'user49' AND password = 'pass49',0
SELECT * FROM posts WHERE id = 64 OR '1'='1' --,1
SELECT user_id FROM sessions WHERE session_id = 'sess_66727' AND expire_date > NOW(),0
"SELECT title, content, creation_date, category_name, id
       FROM posts
       WHERE 1=1
         AND ('title761' IS NULL OR title LIKE '%title761%')
         AND ('tech' IS NULL OR category_name = 'tech')
         AND ('2023-01-01' IS NULL OR creation_date >= '2023-01-01')
         AND ('2023-12-31' IS NULL OR creation_date <= '2023-12-31')",0
SELECT * FROM posts WHERE id = 78,0
SELECT salt FROM users WHERE username = 'user67',0
SELECT * FROM users WHERE username = 'user41' AND password = 'pass41',0
"SELECT title, content, creation_date, category_name, id
       FROM posts
       WHERE 1=1
         AND ('title241' IS NULL OR title LIKE '%title241%')
         AND ('news' IS NULL OR category_name = 'news')
         AND ('2023-01-01' IS NULL OR creation_date >= '2023-01-01')
         AND ('2023-12-31' IS NULL OR creation_date <= '2023-12-31')",0
SELECT user_id FROM sessions WHERE session_id = 'sess_37666' AND expire_date > NOW(),0
SELECT * FROM users WHERE username = 'user40' AND (SELECT CASE WHEN (username='admin') THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM posts WHERE id = 45,0
SELECT user_id FROM sessions WHERE session_id = 'sess_45865' AND expire_date > NOW(),0
"SELECT * FROM users WHERE username = 'user59' UNION SELECT username, password FROM admins --",1
SELECT user_id FROM sessions WHERE session_id = 'sess_54771' AND expire_date > NOW(),0
SELECT user_id FROM sessions WHERE session_id = 'sess_69290' AND expire_date > NOW(),0
SELECT * FROM users WHERE username = 'user37' AND password = 'pass37',0
"SELECT * FROM users WHERE username = 'user59' UNION SELECT username, password FROM admins --",1
SELECT * FROM posts WHERE id = 25 OR '1'='1' --,1
SELECT * FROM posts WHERE id = 68,0
"SELECT id FROM sessions WHERE session_id = 'sess_88709' UNION SELECT id, role FROM admins --",1
SELECT * FROM posts WHERE id = 9,0
SELECT * FROM posts WHERE id = 25 AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
"SELECT id FROM sessions WHERE session_id = 'sess_31341' UNION SELECT id, role FROM admins --",1
"SELECT id FROM sessions WHERE session_id = 'sess_40193' UNION SELECT id, role FROM admins --",1
SELECT * FROM users WHERE username = '' OR '1'='1' -- AND password = 'pass99',1
SELECT * FROM users WHERE username = 'user95' AND password = 'pass95',0
"SELECT title, content, creation_date, category_name, id
       FROM posts
       WHERE 1=1
         AND ('title626' IS NULL OR title LIKE '%title626%')
         AND ('news' IS NULL OR category_name = 'news')
         AND ('2023-01-01' IS NULL OR creation_date >= '2023-01-01')
         AND ('2023-12-31' IS NULL OR creation_date <= '2023-12-31')",0
SELECT user_id FROM sessions WHERE session_id = 'sess_57192' AND expire_date > NOW(),0
SELECT * FROM posts WHERE id = 100,0
"SELECT title, content, creation_date, category_name, id
       FROM posts
       WHERE 1=1
         AND ('title744' IS NULL OR title LIKE '%title744%')
         AND ('sports' IS NULL OR category_name = 'sports')
         AND ('2023-01-01' IS NULL OR creation_date >= '2023-01-01')
         AND ('2023-12-31' IS NULL OR creation_date <= '2023-12-31')",0
SELECT * FROM posts WHERE id = 82 AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM sessions WHERE session_id = '' OR '1'='1' -- AND expire_date > NOW(),1
SELECT * FROM posts WHERE id = 18 OR '1'='1' --,1
SELECT * FROM sessions WHERE session_id = '' OR '1'='1' -- AND expire_date > NOW(),1
"SELECT * FROM users WHERE username = 'user7' UNION SELECT username, password FROM admins --",1
"SELECT id FROM sessions WHERE session_id = 'sess_77151' UNION SELECT id, role FROM admins --",1
SELECT user_id FROM sessions WHERE session_id = 'sess_45412' AND expire_date > NOW(),0
DELETE FROM posts WHERE id = 41,0
SELECT * FROM users WHERE username = 'user6' AND (SELECT CASE WHEN (username='admin') THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM sessions WHERE session_id = '' OR '1'='1' -- AND expire_date > NOW(),1
SELECT salt FROM users WHERE username = 'user18',0
SELECT * FROM posts WHERE id = 55 AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM sessions WHERE session_id = '' OR '1'='1' -- AND expire_date > NOW(),1
"SELECT title, content FROM posts UNION SELECT username, password FROM users --",1
SELECT * FROM users WHERE username = 'user35' AND (SELECT CASE WHEN (username='admin') THEN pg_sleep(5) ELSE pg_sleep(0) END),1
SELECT * FROM sessions WHERE session_id = 'sess_46136' AND (SELECT CASE WHEN (expire_date > NOW()) THEN pg_sleep(5) ELSE pg_sleep(0) END),1
"SELECT * FROM users WHERE username = 'user86' UNION SELECT username, password FROM admins --",1
SELECT * FROM sessions WHERE session_id = '' OR '1'='1' -- AND expire_date > NOW(),1
SELECT * FROM sessions WHERE session_id = '' OR '1'='1' -- AND expire_date > NOW(),1
