text,label
SELECT * FROM market JOIN onto ON ' OR 1=1 -- WHERE '; DROP TABLE users; --;,1
SELECT * FROM each JOIN serious ON '; DROP TABLE users; -- WHERE '; EXEC xp_cmdshell('dir'); --;,1
SELECT * FROM however JOIN range ON ' AND SLEEP(5)-- WHERE ' AND SLEEP(5)--;,1
SELECT * FROM also WHERE ' AND SLEEP(5)-- ORDER BY *;,1
"SELECT citizen, home, play FROM discuss WHERE spend = 64;",0
"SELECT system, cover, itself FROM wife WHERE treatment = 85;",0
"UPDATE family SET different = ' AND SLEEP(5)--, attention = ' AND SLEEP(5)-- WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
"INSERT INTO sort (enough, cell) VALUES ('lead', 'father');",0
"INSERT INTO like (question, leader, other) VALUES ('office', 'share', 'line');",0
"SELECT fire, candidate FROM century GROUP BY want HAVING look = 18;",0
"INSERT INTO sign (*) VALUES ('ever', 'six');",1
"UPDATE attack SET common = ' UNION SELECT NULL, username, password FROM admin --, too = ' OR 1=1 --, loss = '; EXEC xp_cmdshell('dir'); -- WHERE '; DROP TABLE users; --;",1
DELETE FROM drug WHERE whom = 57;,0
"SELECT church, voice FROM personal WHERE life = 36 ORDER BY church, voice;",0
"INSERT INTO happen (*) VALUES ('that', 'hold', 'become');",1
SELECT maintain FROM past WHERE world = 46 ORDER BY maintain;,0
SELECT * FROM animal WHERE EXISTS (SELECT 1 FROM animal WHERE '; EXEC xp_cmdshell('dir'); --);,1
SELECT * FROM read WHERE EXISTS (SELECT 1 FROM read WHERE ' OR 1=1 --);,1
SELECT COUNT(require) FROM risk WHERE that = 68;,0
SELECT machine FROM seek GROUP BY method HAVING tree = 10;,0
SELECT * FROM less WHERE '; EXEC xp_cmdshell('dir'); --;,1
SELECT near FROM government WHERE worker = 88;,0
"SELECT turn, play, amount FROM what GROUP BY language HAVING consumer = 46;",0
"SELECT six, high, answer FROM order WHERE EXISTS (SELECT 1 FROM order WHERE full = 69);",0
"UPDATE box SET doctor = ' UNION SELECT NULL, username, password FROM admin --, family = ' OR 1=1 --, water = '; EXEC xp_cmdshell('dir'); -- WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
SELECT * FROM catch WHERE '; DROP TABLE users; -- ORDER BY *;,1
SELECT one FROM paper WHERE EXISTS (SELECT 1 FROM paper WHERE important = 29);,0
"INSERT INTO bar (ahead, quickly) VALUES ('bed');",0
"SELECT law, where FROM case WHERE EXISTS (SELECT 1 FROM case WHERE night = 53);",0
"SELECT stay, white, opportunity FROM spend JOIN effect ON senior.outside = budget.doctor WHERE defense = 18;",0
"SELECT COUNT(though, note, effect) FROM both WHERE continue = 2;",0
"SELECT clearly, around FROM draw JOIN food ON message.hand = already.while WHERE building = 40;",0
DELETE FROM my WHERE ' OR 1=1 --;,1
"INSERT INTO green (little, campaign) VALUES ('argue');",0
SELECT COUNT(work) FROM same WHERE visit = 56;,0
DELETE FROM fill WHERE ' AND SLEEP(5)--;,1
DELETE FROM government WHERE ' OR 1=1 --;,1
"SELECT * FROM send JOIN miss ON ' UNION SELECT NULL, username, password FROM admin -- WHERE '; DROP TABLE users; --;",1
"SELECT fact, dream FROM travel WHERE EXISTS (SELECT 1 FROM travel WHERE relationship = 43);",0
SELECT song FROM what WHERE record = 47;,0
DELETE FROM page WHERE ' OR 1=1 --;,1
SELECT * FROM best WHERE EXISTS (SELECT 1 FROM best WHERE ' OR 1=1 --);,1
SELECT budget FROM executive WHERE expect = 64;,0
"UPDATE may SET peace = 'police', benefit = 'method', effort = 'top' WHERE treatment = 76;",0
SELECT * FROM tree WHERE ' AND SLEEP(5)-- ORDER BY *;,1
SELECT compare FROM blood WHERE reason = 29;,0
"SELECT * FROM time JOIN campaign ON ' UNION SELECT NULL, username, password FROM admin -- WHERE '; EXEC xp_cmdshell('dir'); --;",1
"DELETE FROM major WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
SELECT service FROM be GROUP BY it HAVING tend = 100;,0
UPDATE represent SET still = '; EXEC xp_cmdshell('dir'); -- WHERE '; EXEC xp_cmdshell('dir'); --;,1
"INSERT INTO trip (model) VALUES ('perhaps', 'themselves');",0
UPDATE should SET morning = '; EXEC xp_cmdshell('dir'); -- WHERE '; DROP TABLE users; --;,1
SELECT * FROM must WHERE EXISTS (SELECT 1 FROM must WHERE '; EXEC xp_cmdshell('dir'); --);,1
SELECT left FROM better GROUP BY various HAVING case = 24;,0
SELECT six FROM tend GROUP BY wall HAVING of = 43;,0
"SELECT COUNT(*) FROM change WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
"SELECT hotel, around FROM build JOIN catch ON subject.decide = fast.race WHERE outside = 52;",0
"UPDATE various SET fact = ' UNION SELECT NULL, username, password FROM admin --, development = ' AND SLEEP(5)--, summer = ' AND SLEEP(5)-- WHERE '; EXEC xp_cmdshell('dir'); --;",1
SELECT during FROM price JOIN act ON ready.pressure = where.though WHERE near = 59;,0
"SELECT before, box, type FROM institution JOIN indicate ON because.model = another.sing WHERE east = 72;",0
"UPDATE society SET live = ' UNION SELECT NULL, username, password FROM admin --, data = ' AND SLEEP(5)-- WHERE ' OR 1=1 --;",1
SELECT COUNT(*) FROM hand WHERE '; EXEC xp_cmdshell('dir'); --;,1
SELECT * FROM billion WHERE '; DROP TABLE users; -- ORDER BY *;,1
SELECT age FROM former WHERE EXISTS (SELECT 1 FROM former WHERE claim = 15);,0
"UPDATE design SET produce = '; DROP TABLE users; --, decision = '; DROP TABLE users; -- WHERE ' OR 1=1 --;",1
INSERT INTO property (*) VALUES ('long');,1
SELECT * FROM you WHERE '; EXEC xp_cmdshell('dir'); --;,1
SELECT reveal FROM base WHERE EXISTS (SELECT 1 FROM base WHERE economy = 100);,0
"SELECT put, pretty, yeah FROM lawyer GROUP BY year HAVING eye = 29;",0
"INSERT INTO subject (*) VALUES ('year', 'degree');",1
DELETE FROM nothing WHERE ' AND SLEEP(5)--;,1
"INSERT INTO today (travel, remember) VALUES ('decision');",0
SELECT work FROM less WHERE become = 100;,0
SELECT claim FROM deal WHERE EXISTS (SELECT 1 FROM deal WHERE so = 90);,0
INSERT INTO able (*) VALUES ('raise');,1
"UPDATE return SET feeling = '; EXEC xp_cmdshell('dir'); --, fire = ' AND SLEEP(5)-- WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
SELECT * FROM lose WHERE '; DROP TABLE users; -- ORDER BY *;,1
SELECT * FROM sport WHERE EXISTS (SELECT 1 FROM sport WHERE '; EXEC xp_cmdshell('dir'); --);,1
"SELECT COUNT(institution, provide, agree) FROM my WHERE four = 77;",0
"SELECT near, up, let FROM yet WHERE any = 55 ORDER BY near, up, let;",0
DELETE FROM exist WHERE ' AND SLEEP(5)--;,1
"UPDATE wish SET mouth = '; EXEC xp_cmdshell('dir'); --, ask = ' AND SLEEP(5)-- WHERE ' OR 1=1 --;",1
"DELETE FROM maybe WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
SELECT * FROM relate WHERE EXISTS (SELECT 1 FROM relate WHERE '; EXEC xp_cmdshell('dir'); --);,1
"SELECT COUNT(past, last) FROM activity WHERE expect = 96;",0
SELECT COUNT(final) FROM vote WHERE positive = 52;,0
SELECT sell FROM special WHERE EXISTS (SELECT 1 FROM special WHERE factor = 28);,0
"INSERT INTO ask (*) VALUES ('course', 'state', 'this');",1
DELETE FROM worker WHERE PM = 98;,0
"INSERT INTO parent (vote, few) VALUES ('forget');",0
"SELECT * FROM school JOIN reality ON ' UNION SELECT NULL, username, password FROM admin -- WHERE ' AND SLEEP(5)--;",1
UPDATE memory SET pass = ' AND SLEEP(5)-- WHERE ' AND SLEEP(5)--;,1
"SELECT red, good FROM once GROUP BY necessary HAVING another = 59;",0
DELETE FROM media WHERE ' AND SLEEP(5)--;,1
SELECT after FROM of WHERE EXISTS (SELECT 1 FROM of WHERE fish = 82);,0
SELECT coach FROM address GROUP BY face HAVING suddenly = 46;,0
"SELECT media, president FROM on WHERE EXISTS (SELECT 1 FROM on WHERE bring = 43);",0
"DELETE FROM production WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
"UPDATE pattern SET time = 'lay', role = 'voice', east = 'skill' WHERE agreement = 88;",0
"SELECT best, she, spend FROM perhaps JOIN notice ON yet.item = themselves.bed WHERE indeed = 93;",0
"SELECT read, charge, purpose FROM opportunity JOIN necessary ON dark.career = weight.card WHERE key = 15;",0
"SELECT share, add, question FROM toward WHERE EXISTS (SELECT 1 FROM toward WHERE trip = 73);",0
SELECT give FROM with JOIN hear ON ready.sometimes = west.door WHERE car = 72;,0
"UPDATE outside SET daughter = ' UNION SELECT NULL, username, password FROM admin -- WHERE '; DROP TABLE users; --;",1
DELETE FROM lead WHERE partner = 39;,0
INSERT INTO popular (*) VALUES ('forward');,1
SELECT * FROM every JOIN effort ON ' AND SLEEP(5)-- WHERE ' OR 1=1 --;,1
SELECT * FROM property GROUP BY traditional HAVING '; DROP TABLE users; --;,1
"INSERT INTO story (very, success) VALUES ('drug', 'agent');",0
"UPDATE water SET natural = '; DROP TABLE users; --, their = '; DROP TABLE users; -- WHERE ' OR 1=1 --;",1
SELECT * FROM thank GROUP BY move HAVING '; DROP TABLE users; --;,1
SELECT situation FROM word JOIN physical ON edge.yard = artist.organization WHERE attorney = 46;,0
SELECT * FROM beat GROUP BY then HAVING ' AND SLEEP(5)--;,1
"INSERT INTO commercial (perhaps) VALUES ('region', 'tell');",0
UPDATE ask SET start = '; EXEC xp_cmdshell('dir'); -- WHERE ' AND SLEEP(5)--;,1
"SELECT COUNT(whatever, husband) FROM task WHERE technology = 56;",0
"SELECT COUNT(*) FROM cell WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
"INSERT INTO trial (*) VALUES ('mention', 'material');",1
DELETE FROM wall WHERE arrive = 9;,0
SELECT * FROM bring JOIN turn ON '; EXEC xp_cmdshell('dir'); -- WHERE ' OR 1=1 --;,1
SELECT * FROM price GROUP BY throughout HAVING '; DROP TABLE users; --;,1
SELECT middle FROM issue WHERE EXISTS (SELECT 1 FROM issue WHERE mind = 91);,0
"SELECT * FROM area WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
"SELECT * FROM church WHERE EXISTS (SELECT 1 FROM church WHERE ' UNION SELECT NULL, username, password FROM admin --);",1
"SELECT doctor, ago, alone FROM heavy WHERE argue = 31 ORDER BY doctor, ago, alone;",0
"SELECT COUNT(entire, cost, fire) FROM public WHERE without = 79;",0
"DELETE FROM likely WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
SELECT prepare FROM challenge JOIN wife ON mission.stuff = understand.much WHERE community = 86;,0
SELECT COUNT(*) FROM section WHERE '; DROP TABLE users; --;,1
SELECT * FROM oil JOIN cell ON '; DROP TABLE users; -- WHERE '; DROP TABLE users; --;,1
"UPDATE fire SET democratic = ' AND SLEEP(5)--, couple = ' AND SLEEP(5)-- WHERE ' AND SLEEP(5)--;",1
"INSERT INTO mention (*) VALUES ('the', 'well');",1
"INSERT INTO pressure (moment, reveal, outside) VALUES ('provide', 'article');",0
SELECT * FROM which JOIN receive ON '; DROP TABLE users; -- WHERE ' OR 1=1 --;,1
SELECT * FROM feel JOIN term ON '; EXEC xp_cmdshell('dir'); -- WHERE ' AND SLEEP(5)--;,1
"SELECT property, whether FROM positive WHERE officer = 53 ORDER BY property, whether;",0
"INSERT INTO themselves (new, after, nor) VALUES ('point');",0
"SELECT COUNT(sure, particular, study) FROM common WHERE bed = 62;",0
SELECT * FROM leader JOIN wish ON ' OR 1=1 -- WHERE ' OR 1=1 --;,1
"SELECT COUNT(truth, begin) FROM include WHERE keep = 29;",0
SELECT COUNT(*) FROM question WHERE ' OR 1=1 --;,1
SELECT * FROM eight GROUP BY food HAVING ' OR 1=1 --;,1
DELETE FROM order WHERE to = 46;,0
"SELECT way, nor, compare FROM road WHERE front = 40;",0
DELETE FROM right WHERE '; DROP TABLE users; --;,1
"INSERT INTO animal (*) VALUES ('level', 'what', 'current');",1
"SELECT * FROM magazine WHERE EXISTS (SELECT 1 FROM magazine WHERE ' UNION SELECT NULL, username, password FROM admin --);",1
DELETE FROM attack WHERE owner = 65;,0
SELECT foot FROM reality GROUP BY receive HAVING risk = 90;,0
"SELECT COUNT(card, western) FROM ok WHERE example = 14;",0
SELECT * FROM see WHERE '; DROP TABLE users; -- ORDER BY *;,1
"UPDATE set SET staff = 'usually', could = 'bad', democratic = 'support' WHERE modern = 71;",0
"SELECT COUNT(alone, run, community) FROM yes WHERE land = 92;",0
DELETE FROM great WHERE '; DROP TABLE users; --;,1
"SELECT COUNT(green, lot, white) FROM letter WHERE large = 64;",0
"UPDATE stock SET would = 'these', daughter = 'imagine', thus = 'trial' WHERE or = 46;",0
"INSERT INTO prevent (*) VALUES ('think', 'tell', 'case');",1
"UPDATE people SET nature = ' AND SLEEP(5)--, risk = ' OR 1=1 --, raise = ' OR 1=1 -- WHERE '; EXEC xp_cmdshell('dir'); --;",1
"SELECT mouth, generation FROM wall JOIN same ON movie.drive = employee.else WHERE now = 70;",0
DELETE FROM body WHERE ' OR 1=1 --;,1
"INSERT INTO professor (food, type) VALUES ('fish');",0
SELECT * FROM point WHERE EXISTS (SELECT 1 FROM point WHERE ' AND SLEEP(5)--);,1
"INSERT INTO citizen (toward, its, color) VALUES ('cause', 'nothing');",0
"SELECT * FROM thing WHERE EXISTS (SELECT 1 FROM thing WHERE ' UNION SELECT NULL, username, password FROM admin --);",1
"UPDATE commercial SET wall = '; EXEC xp_cmdshell('dir'); --, Mr = '; EXEC xp_cmdshell('dir'); -- WHERE ' OR 1=1 --;",1
SELECT * FROM perhaps GROUP BY change HAVING ' OR 1=1 --;,1
SELECT * FROM who WHERE EXISTS (SELECT 1 FROM who WHERE ' OR 1=1 --);,1
"SELECT energy, alone FROM fish WHERE reduce = 85 ORDER BY energy, alone;",0
"SELECT daughter, long, so FROM majority JOIN test ON political.product = fact.skill WHERE late = 99;",0
"SELECT this, real, they FROM network WHERE move = 68 ORDER BY this, real, they;",0
"SELECT attack, cold, water FROM meet GROUP BY real HAVING production = 39;",0
DELETE FROM section WHERE '; EXEC xp_cmdshell('dir'); --;,1
SELECT * FROM computer GROUP BY decade HAVING '; EXEC xp_cmdshell('dir'); --;,1
"SELECT senior, open FROM particular WHERE military = 78;",0
SELECT sort FROM price JOIN protect ON manage.maybe = discover.despite WHERE billion = 1;,0
"INSERT INTO affect (*) VALUES ('full', 'magazine', 'office');",1
"SELECT * FROM raise JOIN nearly ON ' UNION SELECT NULL, username, password FROM admin -- WHERE ' OR 1=1 --;",1
"SELECT to, service, nice FROM make WHERE same = 76;",0
SELECT COUNT(*) FROM leg WHERE ' AND SLEEP(5)--;,1
"UPDATE policy SET economy = 'movie', week = 'view' WHERE practice = 64;",0
"DELETE FROM heavy WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
"SELECT teacher, else FROM defense WHERE section = 93;",0
"SELECT case, resource, authority FROM success WHERE Mr = 86;",0
"SELECT skin, image, language FROM provide JOIN research ON citizen.tend = do.almost WHERE three = 99;",0
SELECT strategy FROM development WHERE election = 24;,0
"SELECT * FROM baby GROUP BY low HAVING ' UNION SELECT NULL, username, password FROM admin --;",1
"UPDATE eye SET around = 'away', movement = 'rest', note = 'strong' WHERE list = 25;",0
"SELECT although, meeting FROM make WHERE notice = 76 ORDER BY although, meeting;",0
"SELECT think, morning, water FROM painting JOIN despite ON power.someone = capital.concern WHERE without = 42;",0
INSERT INTO up (*) VALUES ('event');,1
UPDATE shoulder SET may = 'rate' WHERE laugh = 95;,0
"UPDATE travel SET benefit = '; DROP TABLE users; --, building = ' OR 1=1 -- WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
SELECT start FROM daughter GROUP BY director HAVING will = 82;,0
"SELECT * FROM president GROUP BY my HAVING ' UNION SELECT NULL, username, password FROM admin --;",1
SELECT building FROM year WHERE finally = 85 ORDER BY building;,0
UPDATE current SET oil = 'challenge' WHERE interview = 53;,0
"UPDATE myself SET star = 'example', throw = 'game' WHERE like = 41;",0
"SELECT recent, hear FROM bar GROUP BY east HAVING get = 85;",0
"INSERT INTO study (everybody, remain, education) VALUES ('white', 'the', 'line');",0
"SELECT history, hit, someone FROM plant JOIN on ON high.new = only.against WHERE color = 8;",0
SELECT * FROM company WHERE ' OR 1=1 --;,1
"SELECT million, song FROM pressure WHERE support = 94 ORDER BY million, song;",0
SELECT * FROM office WHERE EXISTS (SELECT 1 FROM office WHERE '; EXEC xp_cmdshell('dir'); --);,1
"SELECT * FROM finally GROUP BY instead HAVING ' UNION SELECT NULL, username, password FROM admin --;",1
UPDATE positive SET decide = '; DROP TABLE users; -- WHERE '; EXEC xp_cmdshell('dir'); --;,1
SELECT * FROM business WHERE ' AND SLEEP(5)-- ORDER BY *;,1
SELECT * FROM watch WHERE '; DROP TABLE users; -- ORDER BY *;,1
"UPDATE rest SET indicate = 'federal', scene = 'charge' WHERE local = 47;",0
"SELECT stage, prepare FROM top WHERE live = 11 ORDER BY stage, prepare;",0
"SELECT main, more FROM poor WHERE answer = 100;",0
"SELECT * FROM floor WHERE ' UNION SELECT NULL, username, password FROM admin -- ORDER BY *;",1
DELETE FROM reduce WHERE gas = 37;,0
UPDATE single SET traditional = '; EXEC xp_cmdshell('dir'); -- WHERE '; EXEC xp_cmdshell('dir'); --;,1
"SELECT COUNT(exactly, north, market) FROM serious WHERE a = 46;",0
"SELECT * FROM action WHERE ' UNION SELECT NULL, username, password FROM admin -- ORDER BY *;",1
DELETE FROM dinner WHERE season = 70;,0
UPDATE ago SET allow = ' AND SLEEP(5)-- WHERE ' AND SLEEP(5)--;,1
"SELECT somebody, compare FROM image JOIN last ON little.movie = fund.image WHERE guy = 39;",0
SELECT COUNT(*) FROM nation WHERE '; DROP TABLE users; --;,1
SELECT * FROM or WHERE '; EXEC xp_cmdshell('dir'); -- ORDER BY *;,1
"SELECT team, pretty FROM edge GROUP BY none HAVING fast = 95;",0
"SELECT COUNT(apply, spend) FROM station WHERE scientist = 71;",0
DELETE FROM minute WHERE government = 62;,0
"SELECT real, me FROM identify WHERE EXISTS (SELECT 1 FROM identify WHERE market = 97);",0
SELECT * FROM consider WHERE EXISTS (SELECT 1 FROM consider WHERE ' AND SLEEP(5)--);,1
SELECT * FROM push WHERE EXISTS (SELECT 1 FROM push WHERE '; EXEC xp_cmdshell('dir'); --);,1
"UPDATE out SET foreign = ' UNION SELECT NULL, username, password FROM admin -- WHERE ' OR 1=1 --;",1
"INSERT INTO property (especially, kid) VALUES ('hundred', 'nice');",0
"SELECT easy, total FROM another JOIN policy ON probably.option = above.bed WHERE accept = 3;",0
SELECT COUNT(activity) FROM save WHERE trouble = 31;,0
"SELECT * FROM total JOIN contain ON '; DROP TABLE users; -- WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
SELECT recognize FROM be WHERE heart = 42;,0
"INSERT INTO office (area) VALUES ('development', 'bad');",0
SELECT pretty FROM himself GROUP BY occur HAVING actually = 81;,0
"SELECT COUNT(mouth, short, foot) FROM development WHERE improve = 22;",0
SELECT * FROM radio WHERE '; DROP TABLE users; -- ORDER BY *;,1
"SELECT two, relate FROM when GROUP BY be HAVING green = 33;",0
"INSERT INTO rich (low) VALUES ('sell', 'with', 'modern');",0
SELECT * FROM future JOIN sometimes ON ' AND SLEEP(5)-- WHERE '; DROP TABLE users; --;,1
INSERT INTO letter (*) VALUES ('despite');,1
"SELECT * FROM board JOIN movie ON ' UNION SELECT NULL, username, password FROM admin -- WHERE ' AND SLEEP(5)--;",1
SELECT kitchen FROM surface JOIN cultural ON improve.book = force.figure WHERE on = 99;,0
"SELECT * FROM author GROUP BY myself HAVING ' UNION SELECT NULL, username, password FROM admin --;",1
DELETE FROM hard WHERE '; DROP TABLE users; --;,1
SELECT operation FROM stock GROUP BY floor HAVING attorney = 51;,0
UPDATE important SET six = 'newspaper' WHERE theory = 47;,0
DELETE FROM politics WHERE '; DROP TABLE users; --;,1
"SELECT tend, recently, campaign FROM become GROUP BY thousand HAVING visit = 34;",0
"UPDATE father SET white = 'them', wait = 'allow' WHERE design = 52;",0
"UPDATE somebody SET able = ' UNION SELECT NULL, username, password FROM admin --, unit = ' OR 1=1 -- WHERE ' OR 1=1 --;",1
"DELETE FROM street WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
UPDATE woman SET success = 'old' WHERE them = 6;,0
DELETE FROM score WHERE ' OR 1=1 --;,1
DELETE FROM minute WHERE ' OR 1=1 --;,1
"INSERT INTO president (*) VALUES ('pick', 'anything');",1
"SELECT capital, medical, tree FROM body WHERE child = 31;",0
"SELECT COUNT(*) FROM manage WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
SELECT * FROM fine GROUP BY trouble HAVING '; DROP TABLE users; --;,1
SELECT COUNT(*) FROM project WHERE ' OR 1=1 --;,1
SELECT COUNT(*) FROM goal WHERE '; DROP TABLE users; --;,1
SELECT * FROM hand WHERE ' AND SLEEP(5)--;,1
"UPDATE everyone SET ready = 'because', wish = 'man', sign = 'how' WHERE compare = 58;",0
DELETE FROM none WHERE from = 100;,0
"UPDATE cost SET stay = 'support', finally = 'site' WHERE because = 4;",0
"SELECT peace, safe FROM window GROUP BY land HAVING move = 6;",0
SELECT bag FROM nation GROUP BY go HAVING air = 95;,0
SELECT * FROM sea GROUP BY ground HAVING ' AND SLEEP(5)--;,1
"SELECT theory, finally, write FROM form WHERE EXISTS (SELECT 1 FROM form WHERE member = 38);",0
"SELECT * FROM history WHERE EXISTS (SELECT 1 FROM history WHERE ' UNION SELECT NULL, username, password FROM admin --);",1
SELECT * FROM different WHERE ' OR 1=1 -- ORDER BY *;,1
"UPDATE rather SET capital = '; EXEC xp_cmdshell('dir'); --, modern = '; EXEC xp_cmdshell('dir'); --, six = ' OR 1=1 -- WHERE ' OR 1=1 --;",1
SELECT my FROM possible WHERE each = 61 ORDER BY my;,0
SELECT that FROM fill WHERE myself = 15;,0
SELECT * FROM box JOIN employee ON ' OR 1=1 -- WHERE '; DROP TABLE users; --;,1
"DELETE FROM it WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
SELECT * FROM method WHERE ' OR 1=1 -- ORDER BY *;,1
SELECT * FROM course JOIN everybody ON '; EXEC xp_cmdshell('dir'); -- WHERE ' AND SLEEP(5)--;,1
"SELECT COUNT(range, hear) FROM majority WHERE table = 63;",0
DELETE FROM perform WHERE '; EXEC xp_cmdshell('dir'); --;,1
"SELECT page, during, talk FROM prove WHERE EXISTS (SELECT 1 FROM prove WHERE officer = 42);",0
SELECT * FROM season GROUP BY talk HAVING '; DROP TABLE users; --;,1
SELECT * FROM participant JOIN report ON '; EXEC xp_cmdshell('dir'); -- WHERE ' OR 1=1 --;,1
SELECT * FROM term WHERE '; EXEC xp_cmdshell('dir'); -- ORDER BY *;,1
SELECT end FROM many WHERE may = 65 ORDER BY end;,0
"SELECT section, water FROM major GROUP BY deal HAVING middle = 16;",0
SELECT COUNT(*) FROM range WHERE ' AND SLEEP(5)--;,1
SELECT * FROM voice WHERE ' OR 1=1 --;,1
SELECT plant FROM TV GROUP BY interesting HAVING adult = 30;,0
SELECT * FROM how WHERE ' OR 1=1 --;,1
DELETE FROM kind WHERE heart = 17;,0
INSERT INTO fly (*) VALUES ('add');,1
"SELECT lawyer, book FROM sometimes WHERE EXISTS (SELECT 1 FROM sometimes WHERE military = 15);",0
"INSERT INTO song (project) VALUES ('magazine', 'card', 'challenge');",0
SELECT art FROM feel GROUP BY push HAVING station = 2;,0
SELECT * FROM increase WHERE '; EXEC xp_cmdshell('dir'); -- ORDER BY *;,1
INSERT INTO base (*) VALUES ('maybe');,1
DELETE FROM end WHERE '; EXEC xp_cmdshell('dir'); --;,1
"SELECT COUNT(language, service, social) FROM apply WHERE provide = 6;",0
SELECT room FROM professional WHERE EXISTS (SELECT 1 FROM professional WHERE word = 11);,0
SELECT * FROM type WHERE '; EXEC xp_cmdshell('dir'); -- ORDER BY *;,1
"UPDATE right SET language = 'government', possible = 'together' WHERE beyond = 55;",0
"SELECT * FROM field WHERE ' UNION SELECT NULL, username, password FROM admin -- ORDER BY *;",1
"SELECT find, organization FROM stop GROUP BY great HAVING sometimes = 67;",0
DELETE FROM town WHERE bar = 19;,0
"SELECT hit, whatever FROM reality WHERE hair = 12 ORDER BY hit, whatever;",0
SELECT * FROM thing JOIN store ON ' AND SLEEP(5)-- WHERE '; EXEC xp_cmdshell('dir'); --;,1
"SELECT brother, politics FROM service WHERE fight = 77;",0
"SELECT for, organization FROM visit WHERE agency = 100;",0
INSERT INTO above (*) VALUES ('or');,1
"SELECT money, list, throw FROM open WHERE remain = 31 ORDER BY money, list, throw;",0
SELECT * FROM sure WHERE '; DROP TABLE users; -- ORDER BY *;,1
SELECT * FROM piece GROUP BY capital HAVING ' OR 1=1 --;,1
DELETE FROM consider WHERE ' OR 1=1 --;,1
SELECT * FROM anything JOIN do ON ' AND SLEEP(5)-- WHERE ' OR 1=1 --;,1
DELETE FROM rule WHERE '; DROP TABLE users; --;,1
SELECT COUNT(organization) FROM lose WHERE energy = 31;,0
SELECT * FROM example WHERE ' AND SLEEP(5)-- ORDER BY *;,1
"SELECT * FROM force WHERE EXISTS (SELECT 1 FROM force WHERE ' UNION SELECT NULL, username, password FROM admin --);",1
"SELECT few, above, individual FROM run WHERE fly = 29;",0
"UPDATE former SET none = ' OR 1=1 --, without = ' OR 1=1 --, everyone = ' AND SLEEP(5)-- WHERE '; EXEC xp_cmdshell('dir'); --;",1
"INSERT INTO teacher (*) VALUES ('pressure', 'ground');",1
"SELECT COUNT(social, test) FROM place WHERE next = 39;",0
"UPDATE like SET other = 'through', he = 'body' WHERE them = 54;",0
SELECT * FROM share GROUP BY north HAVING ' AND SLEEP(5)--;,1
SELECT * FROM media WHERE EXISTS (SELECT 1 FROM media WHERE '; DROP TABLE users; --);,1
"UPDATE Congress SET happy = 'feeling', relationship = 'song', question = 'surface' WHERE save = 73;",0
"INSERT INTO word (where, pick) VALUES ('argue', 'impact');",0
SELECT * FROM heart WHERE '; DROP TABLE users; -- ORDER BY *;,1
"SELECT * FROM behind WHERE EXISTS (SELECT 1 FROM behind WHERE ' UNION SELECT NULL, username, password FROM admin --);",1
SELECT COUNT(*) FROM risk WHERE ' OR 1=1 --;,1
"SELECT need, rate FROM customer JOIN most ON check.vote = shoulder.member WHERE crime = 46;",0
SELECT American FROM trial WHERE institution = 1 ORDER BY American;,0
"SELECT suddenly, happen, themselves FROM sell JOIN imagine ON fly.administration = represent.us WHERE economy = 33;",0
"SELECT trouble, life, lose FROM position WHERE minute = 97 ORDER BY trouble, life, lose;",0
"INSERT INTO could (raise, opportunity, bag) VALUES ('base');",0
SELECT * FROM prove GROUP BY any HAVING ' AND SLEEP(5)--;,1
SELECT help FROM maintain WHERE EXISTS (SELECT 1 FROM maintain WHERE in = 89);,0
"DELETE FROM see WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
SELECT * FROM reality JOIN drop ON ' AND SLEEP(5)-- WHERE ' OR 1=1 --;,1
SELECT * FROM several WHERE ' OR 1=1 --;,1
SELECT back FROM home WHERE EXISTS (SELECT 1 FROM home WHERE hot = 33);,0
"SELECT foreign, picture FROM student WHERE traditional = 21 ORDER BY foreign, picture;",0
SELECT * FROM authority WHERE '; DROP TABLE users; -- ORDER BY *;,1
"SELECT film, herself FROM night GROUP BY down HAVING ahead = 35;",0
"SELECT your, capital FROM area WHERE EXISTS (SELECT 1 FROM area WHERE TV = 87);",0
DELETE FROM sound WHERE affect = 19;,0
SELECT stock FROM strategy WHERE bar = 31 ORDER BY stock;,0
"SELECT anything, tell, policy FROM interesting WHERE reflect = 1;",0
"SELECT focus, network, subject FROM court WHERE gun = 16;",0
