text,label
SELECT name FROM employees WHERE id = 31 AND 1=1;,1
SELECT * FROM orders WHERE order_id = 991;,0
"SELECT * FROM orders WHERE order_id = 322 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 723;,0
SELECT * FROM orders WHERE order_id = 698;,0
SELECT name FROM employees WHERE id = 85;,0
"SELECT * FROM orders WHERE order_id = 818 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM accounts WHERE email = 'user65@example.com';,0
SELECT name FROM employees WHERE id = 93 AND 1=1;,1
SELECT * FROM users WHERE id = 68;,0
SELECT * FROM orders WHERE order_id = 399;,0
SELECT * FROM users WHERE id = 93;,0
SELECT name FROM employees WHERE id = 34 AND 1=1;,1
SELECT * FROM orders WHERE order_id = 311;,0
SELECT name FROM employees WHERE id = 22 AND 1=1;,1
SELECT * FROM users WHERE username = 'user' AND password = '' OR '5'='9';,1
SELECT * FROM users WHERE username = 'user' AND password = '' OR '5'='7';,1
SELECT * FROM orders WHERE order_id = 936;,0
"SELECT * FROM orders WHERE order_id = 645 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
"SELECT * FROM orders WHERE order_id = 575 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM accounts WHERE email = 'user50@example.com';,0
SELECT name FROM employees WHERE id = 2 AND 1=1;,1
SELECT * FROM accounts WHERE email = 'user67@example.com';,0
SELECT name FROM employees WHERE id = 70;,0
"SELECT * FROM orders WHERE order_id = 994 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM accounts WHERE email = 'user18@example.com';,0
SELECT * FROM orders WHERE order_id = 478;,0
SELECT name FROM employees WHERE id = 51;,0
SELECT name FROM employees WHERE id = 85 AND 1=1;,1
SELECT * FROM orders WHERE order_id = 730;,0
"SELECT * FROM orders WHERE order_id = 924 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM accounts WHERE email = 'user85@example.com';,0
SELECT * FROM users WHERE id = 39;,0
SELECT * FROM accounts WHERE email = 'user80@example.com';,0
SELECT * FROM orders WHERE order_id = 590;,0
"SELECT * FROM orders WHERE order_id = 354 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 778;,0
SELECT name FROM employees WHERE id = 32 AND 1=1;,1
SELECT * FROM accounts WHERE email = 'user21@example.com';,0
"SELECT * FROM orders WHERE order_id = 160 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT name FROM employees WHERE id = 59;,0
SELECT * FROM users WHERE id = 24;,0
SELECT * FROM users WHERE username = 'user' AND password = '' OR '1'='6';,1
"SELECT * FROM orders WHERE order_id = 135 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 308;,0
SELECT * FROM users WHERE id = 78;,0
SELECT * FROM users WHERE id = 4;,0
SELECT * FROM orders WHERE order_id = 394;,0
"SELECT * FROM orders WHERE order_id = 961 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT name FROM employees WHERE id = 6 AND 1=1;,1
SELECT * FROM orders WHERE order_id = 758;,0
SELECT * FROM users WHERE username = 'user' AND password = '' OR '5'='1';,1
SELECT * FROM orders WHERE order_id = 596;,0
SELECT * FROM accounts WHERE email = 'user22@example.com';,0
"SELECT * FROM orders WHERE order_id = 171 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT name FROM employees WHERE id = 84;,0
SELECT * FROM users WHERE username = 'user' AND password = '' OR '6'='10';,1
SELECT * FROM users WHERE id = 90;,0
"SELECT * FROM orders WHERE order_id = 966 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 828;,0
SELECT * FROM users WHERE username = 'user' AND password = '' OR '9'='1';,1
SELECT name FROM employees WHERE id = 64;,0
SELECT name FROM employees WHERE id = 86 AND 1=1;,1
SELECT name FROM employees WHERE id = 47 AND 1=1;,1
SELECT * FROM users WHERE id = 79;,0
"SELECT * FROM orders WHERE order_id = 422 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 678;,0
SELECT * FROM orders WHERE order_id = 416;,0
SELECT name FROM employees WHERE id = 24 AND 1=1;,1
SELECT * FROM orders WHERE order_id = 731;,0
"SELECT * FROM orders WHERE order_id = 305 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 386;,0
"SELECT * FROM orders WHERE order_id = 642 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 773;,0
SELECT * FROM accounts WHERE email = 'user57@example.com';,0
"SELECT * FROM orders WHERE order_id = 817 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 281;,0
"SELECT * FROM orders WHERE order_id = 362 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 345;,0
SELECT * FROM users WHERE id = 73;,0
SELECT * FROM orders WHERE order_id = 524;,0
SELECT * FROM orders WHERE order_id = 638;,0
SELECT name FROM employees WHERE id = 40;,0
SELECT * FROM users WHERE username = 'user' AND password = '' OR '9'='4';,1
SELECT * FROM orders WHERE order_id = 997;,0
SELECT name FROM employees WHERE id = 21 AND 1=1;,1
"SELECT * FROM orders WHERE order_id = 438 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM users WHERE id = 91;,0
SELECT * FROM orders WHERE order_id = 937;,0
"SELECT * FROM orders WHERE order_id = 841 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 904;,0
SELECT * FROM orders WHERE order_id = 741;,0
SELECT * FROM orders WHERE order_id = 857;,0
SELECT * FROM accounts WHERE email = 'user49@example.com';,0
SELECT name FROM employees WHERE id = 50;,0
SELECT * FROM orders WHERE order_id = 786;,0
SELECT * FROM accounts WHERE email = 'user1@example.com';,0
"SELECT * FROM orders WHERE order_id = 627 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT name FROM employees WHERE id = 56;,0
SELECT * FROM orders WHERE order_id = 880;,0
SELECT * FROM orders WHERE order_id = 670;,0
"SELECT * FROM orders WHERE order_id = 609 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
"SELECT * FROM orders WHERE order_id = 392 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 373;,0
"SELECT * FROM orders WHERE order_id = 920 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
"SELECT * FROM orders WHERE order_id = 623 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 246;,0
"SELECT * FROM orders WHERE order_id = 612 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT name FROM employees WHERE id = 30;,0
SELECT name FROM employees WHERE id = 1;,0
SELECT * FROM orders WHERE order_id = 896;,0
SELECT * FROM users WHERE username = 'user' AND password = '' OR '5'='3';,1
"SELECT * FROM orders WHERE order_id = 358 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 981;,0
SELECT name FROM employees WHERE id = 48;,0
SELECT * FROM orders WHERE order_id = 563;,0
SELECT name FROM employees WHERE id = 63 AND 1=1;,1
SELECT name FROM employees WHERE id = 8 AND 1=1;,1
SELECT * FROM accounts WHERE email = 'user28@example.com';,0
SELECT * FROM users WHERE username = 'user' AND password = '' OR '3'='5';,1
SELECT * FROM orders WHERE order_id = 805;,0
SELECT * FROM users WHERE id = 96;,0
SELECT name FROM employees WHERE id = 44 AND 1=1;,1
SELECT * FROM orders WHERE order_id = 875;,0
"SELECT * FROM orders WHERE order_id = 972 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 939;,0
SELECT * FROM users WHERE username = 'user' AND password = '' OR '10'='2';,1
SELECT name FROM employees WHERE id = 93;,0
SELECT * FROM orders WHERE order_id = 712;,0
SELECT * FROM users WHERE id = 86;,0
"SELECT * FROM orders WHERE order_id = 374 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM users WHERE id = 74;,0
"SELECT * FROM orders WHERE order_id = 175 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
"SELECT * FROM orders WHERE order_id = 453 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT name FROM employees WHERE id = 3;,0
SELECT * FROM orders WHERE order_id = 715;,0
"SELECT * FROM orders WHERE order_id = 806 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT name FROM employees WHERE id = 20 AND 1=1;,1
SELECT * FROM orders WHERE order_id = 607;,0
"SELECT * FROM orders WHERE order_id = 733 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
"SELECT * FROM orders WHERE order_id = 823 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT name FROM employees WHERE id = 53 AND 1=1;,1
"SELECT * FROM orders WHERE order_id = 195 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM accounts WHERE email = 'user3@example.com';,0
SELECT name FROM employees WHERE id = 92;,0
SELECT * FROM users WHERE username = 'user' AND password = '' OR '8'='3';,1
"SELECT * FROM orders WHERE order_id = 315 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 534;,0
SELECT * FROM users WHERE username = 'user' AND password = '' OR '2'='2';,1
SELECT * FROM orders WHERE order_id = 852;,0
"SELECT * FROM orders WHERE order_id = 461 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 627;,0
"SELECT * FROM orders WHERE order_id = 803 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 856;,0
SELECT * FROM users WHERE username = 'user' AND password = '' OR '8'='6';,1
"SELECT * FROM orders WHERE order_id = 577 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
"SELECT * FROM orders WHERE order_id = 930 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 151;,0
"SELECT * FROM orders WHERE order_id = 923 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT name FROM employees WHERE id = 78;,0
SELECT name FROM employees WHERE id = 35;,0
SELECT * FROM orders WHERE order_id = 393;,0
SELECT name FROM employees WHERE id = 28;,0
"SELECT * FROM orders WHERE order_id = 511 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
"SELECT * FROM orders WHERE order_id = 896 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 861;,0
SELECT * FROM orders WHERE order_id = 415;,0
"SELECT * FROM orders WHERE order_id = 904 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 891;,0
SELECT name FROM employees WHERE id = 29 AND 1=1;,1
SELECT * FROM orders WHERE order_id = 990;,0
SELECT * FROM users WHERE username = 'user' AND password = '' OR '9'='3';,1
SELECT * FROM accounts WHERE email = 'user46@example.com';,0
SELECT * FROM orders WHERE order_id = 961;,0
SELECT * FROM users WHERE id = 55;,0
"SELECT * FROM orders WHERE order_id = 381 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT name FROM employees WHERE id = 94;,0
SELECT * FROM orders WHERE order_id = 782;,0
SELECT * FROM orders WHERE order_id = 284;,0
SELECT * FROM accounts WHERE email = 'user70@example.com';,0
SELECT * FROM users WHERE username = 'user' AND password = '' OR '7'='3';,1
SELECT * FROM accounts WHERE email = 'user25@example.com';,0
SELECT name FROM employees WHERE id = 89 AND 1=1;,1
SELECT * FROM orders WHERE order_id = 985;,0
SELECT * FROM orders WHERE order_id = 557;,0
SELECT name FROM employees WHERE id = 5 AND 1=1;,1
SELECT * FROM orders WHERE order_id = 520;,0
"SELECT * FROM orders WHERE order_id = 383 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 460;,0
"SELECT * FROM orders WHERE order_id = 390 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM users WHERE id = 72;,0
"SELECT * FROM orders WHERE order_id = 921 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM users WHERE id = 47;,0
SELECT * FROM orders WHERE order_id = 424;,0
SELECT * FROM orders WHERE order_id = 983;,0
SELECT name FROM employees WHERE id = 82;,0
"SELECT * FROM orders WHERE order_id = 307 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 412;,0
SELECT * FROM users WHERE username = 'user' AND password = '' OR '3'='6';,1
"SELECT * FROM orders WHERE order_id = 947 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM accounts WHERE email = 'user42@example.com';,0
SELECT * FROM accounts WHERE email = 'user34@example.com';,0
SELECT * FROM users WHERE username = 'user' AND password = '' OR '5'='4';,1
"SELECT * FROM orders WHERE order_id = 497 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 980;,0
"SELECT * FROM orders WHERE order_id = 563 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 726;,0
SELECT * FROM orders WHERE order_id = 858;,0
SELECT name FROM employees WHERE id = 56 AND 1=1;,1
SELECT * FROM orders WHERE order_id = 508;,0
SELECT name FROM employees WHERE id = 44;,0
SELECT * FROM users WHERE username = 'user' AND password = '' OR '4'='3';,1
SELECT name FROM employees WHERE id = 57 AND 1=1;,1
SELECT * FROM users WHERE username = 'user' AND password = '' OR '1'='5';,1
SELECT * FROM users WHERE id = 38;,0
"SELECT * FROM orders WHERE order_id = 421 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 764;,0
"SELECT * FROM orders WHERE order_id = 120 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM accounts WHERE email = 'user40@example.com';,0
"SELECT * FROM orders WHERE order_id = 326 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM users WHERE id = 30;,0
"SELECT * FROM orders WHERE order_id = 425 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 941;,0
"SELECT * FROM orders WHERE order_id = 737 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM users WHERE id = 31;,0
"SELECT * FROM orders WHERE order_id = 748 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM accounts WHERE email = 'user90@example.com';,0
"SELECT * FROM orders WHERE order_id = 867 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
"SELECT * FROM orders WHERE order_id = 412 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM users WHERE id = 57;,0
"SELECT * FROM orders WHERE order_id = 275 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM accounts WHERE email = 'user55@example.com';,0
"SELECT * FROM orders WHERE order_id = 545 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
"SELECT * FROM orders WHERE order_id = 177 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT name FROM employees WHERE id = 30 AND 1=1;,1
SELECT name FROM employees WHERE id = 88;,0
SELECT * FROM orders WHERE order_id = 556;,0
SELECT * FROM orders WHERE order_id = 535;,0
"SELECT * FROM orders WHERE order_id = 379 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
"SELECT * FROM orders WHERE order_id = 585 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 972;,0
"SELECT * FROM orders WHERE order_id = 263 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM users WHERE id = 63;,0
SELECT * FROM users WHERE id = 2;,0
SELECT name FROM employees WHERE id = 40 AND 1=1;,1
SELECT * FROM users WHERE username = 'user' AND password = '' OR '1'='10';,1
SELECT * FROM orders WHERE order_id = 959;,0
SELECT name FROM employees WHERE id = 94 AND 1=1;,1
SELECT name FROM employees WHERE id = 86;,0
SELECT name FROM employees WHERE id = 19 AND 1=1;,1
"SELECT * FROM orders WHERE order_id = 189 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 455;,0
"SELECT * FROM orders WHERE order_id = 219 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
"SELECT * FROM orders WHERE order_id = 888 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM users WHERE id = 8;,0
"SELECT * FROM orders WHERE order_id = 556 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 145;,0
"SELECT * FROM orders WHERE order_id = 437 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 471;,0
"SELECT * FROM orders WHERE order_id = 677 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 466;,0
"SELECT * FROM orders WHERE order_id = 316 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM users WHERE username = 'user' AND password = '' OR '3'='7';,1
SELECT * FROM users WHERE id = 81;,0
"SELECT * FROM orders WHERE order_id = 699 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 364;,0
"SELECT * FROM orders WHERE order_id = 125 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM users WHERE id = 28;,0
"SELECT * FROM orders WHERE order_id = 667 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM users WHERE id = 92;,0
SELECT name FROM employees WHERE id = 80 AND 1=1;,1
SELECT name FROM employees WHERE id = 71;,0
SELECT * FROM orders WHERE order_id = 350;,0
"SELECT * FROM orders WHERE order_id = 757 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 441;,0
SELECT name FROM employees WHERE id = 100;,0
SELECT * FROM orders WHERE order_id = 701;,0
"SELECT * FROM orders WHERE order_id = 227 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 595;,0
"SELECT * FROM orders WHERE order_id = 602 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
"SELECT * FROM orders WHERE order_id = 752 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 911;,0
"SELECT * FROM orders WHERE order_id = 945 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 213;,0
SELECT name FROM employees WHERE id = 26;,0
SELECT * FROM orders WHERE order_id = 168;,0
SELECT * FROM orders WHERE order_id = 224;,0
"SELECT * FROM orders WHERE order_id = 414 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 952;,0
SELECT * FROM orders WHERE order_id = 319;,0
"SELECT * FROM orders WHERE order_id = 826 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM users WHERE id = 33;,0
"SELECT * FROM orders WHERE order_id = 348 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 976;,0
SELECT name FROM employees WHERE id = 54 AND 1=1;,1
"SELECT * FROM orders WHERE order_id = 910 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
"SELECT * FROM orders WHERE order_id = 579 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 974;,0
"SELECT * FROM orders WHERE order_id = 253 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
"SELECT * FROM orders WHERE order_id = 124 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 653;,0
SELECT * FROM orders WHERE order_id = 516;,0
"SELECT * FROM orders WHERE order_id = 436 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM accounts WHERE email = 'user62@example.com';,0
SELECT * FROM orders WHERE order_id = 414;,0
SELECT * FROM orders WHERE order_id = 482;,0
SELECT * FROM accounts WHERE email = 'user44@example.com';,0
SELECT name FROM employees WHERE id = 65;,0
"SELECT * FROM orders WHERE order_id = 886 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 336;,0
SELECT name FROM employees WHERE id = 74 AND 1=1;,1
SELECT name FROM employees WHERE id = 13;,0
SELECT name FROM employees WHERE id = 49 AND 1=1;,1
SELECT * FROM accounts WHERE email = 'user56@example.com';,0
SELECT * FROM orders WHERE order_id = 472;,0
"SELECT * FROM orders WHERE order_id = 378 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM users WHERE id = 46;,0
SELECT * FROM orders WHERE order_id = 519;,0
SELECT * FROM accounts WHERE email = 'user45@example.com';,0
SELECT name FROM employees WHERE id = 4 AND 1=1;,1
SELECT * FROM users WHERE id = 62;,0
"SELECT * FROM orders WHERE order_id = 708 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
"SELECT * FROM orders WHERE order_id = 310 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
"SELECT * FROM orders WHERE order_id = 258 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 138;,0
"SELECT * FROM orders WHERE order_id = 431 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 597;,0
"SELECT * FROM orders WHERE order_id = 913 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM users WHERE username = 'user' AND password = '' OR '8'='7';,1
SELECT * FROM orders WHERE order_id = 905;,0
SELECT * FROM orders WHERE order_id = 443;,0
SELECT * FROM orders WHERE order_id = 512;,0
SELECT * FROM users WHERE username = 'user' AND password = '' OR '6'='4';,1
SELECT name FROM employees WHERE id = 35 AND 1=1;,1
"SELECT * FROM orders WHERE order_id = 411 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM users WHERE id = 69;,0
SELECT name FROM employees WHERE id = 98;,0
SELECT * FROM users WHERE id = 12;,0
"SELECT * FROM orders WHERE order_id = 724 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 334;,0
"SELECT * FROM orders WHERE order_id = 268 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM users WHERE id = 22;,0
"SELECT * FROM orders WHERE order_id = 560 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
"SELECT * FROM orders WHERE order_id = 527 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 962;,0
"SELECT * FROM orders WHERE order_id = 652 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 863;,0
SELECT * FROM orders WHERE order_id = 114;,0
"SELECT * FROM orders WHERE order_id = 388 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
"SELECT * FROM orders WHERE order_id = 543 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
"SELECT * FROM orders WHERE order_id = 394 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM users WHERE id = 18;,0
SELECT name FROM employees WHERE id = 9 AND 1=1;,1
"SELECT * FROM orders WHERE order_id = 922 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM accounts WHERE email = 'user39@example.com';,0
SELECT * FROM orders WHERE order_id = 872;,0
SELECT * FROM users WHERE username = 'user' AND password = '' OR '10'='1';,1
SELECT name FROM employees WHERE id = 60 AND 1=1;,1
SELECT * FROM orders WHERE order_id = 796;,0
"SELECT * FROM orders WHERE order_id = 710 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 965;,0
SELECT name FROM employees WHERE id = 79;,0
"SELECT * FROM orders WHERE order_id = 727 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
"SELECT * FROM orders WHERE order_id = 526 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 787;,0
SELECT * FROM accounts WHERE email = 'user5@example.com';,0
"SELECT * FROM orders WHERE order_id = 731 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT name FROM employees WHERE id = 45 AND 1=1;,1
SELECT name FROM employees WHERE id = 7;,0
"SELECT * FROM orders WHERE order_id = 769 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 839;,0
SELECT * FROM orders WHERE order_id = 624;,0
SELECT * FROM orders WHERE order_id = 545;,0
SELECT * FROM accounts WHERE email = 'user89@example.com';,0
SELECT name FROM employees WHERE id = 79 AND 1=1;,1
SELECT * FROM users WHERE username = 'user' AND password = '' OR '6'='9';,1
SELECT * FROM accounts WHERE email = 'user17@example.com';,0
SELECT name FROM employees WHERE id = 67 AND 1=1;,1
"SELECT * FROM orders WHERE order_id = 990 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 147;,0
SELECT name FROM employees WHERE id = 92 AND 1=1;,1
SELECT name FROM employees WHERE id = 95;,0
SELECT * FROM orders WHERE order_id = 706;,0
SELECT name FROM employees WHERE id = 53;,0
"SELECT * FROM orders WHERE order_id = 204 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 720;,0
SELECT * FROM orders WHERE order_id = 402;,0
SELECT * FROM accounts WHERE email = 'user9@example.com';,0
"SELECT * FROM orders WHERE order_id = 847 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 285;,0
SELECT name FROM employees WHERE id = 43 AND 1=1;,1
SELECT * FROM orders WHERE order_id = 886;,0
SELECT * FROM orders WHERE order_id = 892;,0
"SELECT * FROM orders WHERE order_id = 459 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM users WHERE id = 67;,0
"SELECT * FROM orders WHERE order_id = 441 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM users WHERE username = 'user' AND password = '' OR '2'='7';,1
"SELECT * FROM orders WHERE order_id = 606 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT * FROM orders WHERE order_id = 801;,0
SELECT name FROM employees WHERE id = 24;,0
"SELECT * FROM orders WHERE order_id = 978 UNION ALL SELECT NULL, NULL, table_name FROM information_schema.tables;",1
SELECT name FROM employees WHERE id = 37;,0
